Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url,Mentions current AI terms,Languages count,Stars per contributor
davidrosenberg mlcourse,Machine learning course materials.,"['Jupyter Notebook', 'HTML', 'TeX', 'R', 'Asymptote', 'Mathematica', 'Other']",268,577,938,0,10,0,https://github.com/davidrosenberg/mlcourse,False,7,57.7
openxla stablehlo,Backward compatible ML compute opset inspired by HLO/MHLO,"['MLIR', 'C++', 'Python', 'Starlark', 'CMake', 'Shell', 'C']",167,577,1808,11,86,3,https://github.com/openxla/stablehlo,False,7,6.71
fal-ai real-time-demo-app,A demo application using fal.realtime and the lightning fast SDXL API provided by fal,"['JavaScript', 'TypeScript', 'CSS']",147,577,12,0,5,0,https://github.com/fal-ai/real-time-demo-app,False,3,115.4
facebookresearch MLGym,MLGym A New Framework and Benchmark for Advancing AI Research Agents,"['Python', 'Shell', 'Dockerfile']",56,576,57,3,10,0,https://github.com/facebookresearch/MLGym,False,3,57.6
ScalaConsultants Aspect-Based-Sentiment-Analysis,💭 Aspect-Based-Sentiment-Analysis: Transformer & Explainable ML (TensorFlow),['Python'],91,576,227,4,8,0,https://github.com/ScalaConsultants/Aspect-Based-Sentiment-Analysis,False,1,72.0
vincentarelbundock marginaleffects,"R package to compute and plot predictions, slopes, marginal means, and comparisons (contrasts, risk ratios, odds, etc.) for over 100 classes of statistical and ML models. Conduct linear and non-linear hypothesis tests, or equivalence tests. Calculate uncertainty estimates using the delta method, bootstrapping, or simulation-based inference","['R', 'Other']",57,573,4334,5,30,21,https://github.com/vincentarelbundock/marginaleffects,False,2,19.1
AIxBlock-2023 awesome-ai-dev-platform-opensource,An On-Chain Open-Source Platform for Rapid AI Model Productization Using Decentralized Resources with Flexibility and Scalability,"['TypeScript', 'JavaScript', 'SCSS', 'HTML', 'Stylus', 'CSS']",177,573,179,100,9,0,https://github.com/AIxBlock-2023/awesome-ai-dev-platform-opensource,False,6,63.67
swook GazeML,"Gaze Estimation using Deep Learning, a Tensorflow-based framework.","['Python', 'Shell']",147,571,18,2,0,0,https://github.com/swook/GazeML,False,2,
apple ml-matrix3d,[CVPR 2025 Highlight] Matrix3D: Large Photogrammetry Model All-in-One,"['Python', 'Shell']",31,570,5,0,3,0,https://github.com/apple/ml-matrix3d,False,2,190.0
eriklindernoren NapkinML,"A tiny lib with pocket-sized implementations of machine learning models in NumPy, most of which will fit in a tweet.",['Python'],68,569,55,1,3,0,https://github.com/eriklindernoren/NapkinML,False,1,189.67
insitro redun,Yet another redundant workflow engine,"['Python', 'Other']",54,568,450,5,40,0,https://github.com/insitro/redun,True,2,14.2
GoogleCloudPlatform vertex-ai-samples,"Notebooks, code samples, sample apps, and other resources that demonstrate how to use, develop and manage machine learning and generative AI workflows using Google Cloud Vertex AI.","['Jupyter Notebook', 'Python', 'Other']",210,568,4114,82,215,0,https://github.com/GoogleCloudPlatform/vertex-ai-samples,False,3,2.64
cafferychen777 mLLMCelltype,🏆 #1 Multi-LLM consensus framework | 550+ stars | 95% accuracy | 10+ LLM providers | Leading cell annotation tool,"['Python', 'R', 'CSS', 'Jupyter Notebook', 'JavaScript', 'Shell', 'HTML']",49,567,382,0,2,5,https://github.com/cafferychen777/mLLMCelltype,True,7,283.5
P2333 Papers-of-Robust-ML,Related papers for robust machine learning,[],54,567,134,0,6,0,https://github.com/P2333/Papers-of-Robust-ML,False,0,94.5
yassouali ML-paper-notes,"📓 Notes and summaries of various ML, Computer Vision & NLP papers.",[],79,563,59,0,0,0,https://github.com/yassouali/ML-paper-notes,False,0,
zehome MLVPN,Multi-link VPN (ADSL/SDSL/xDSL/Network aggregation / bonding),"['C', 'M4', 'Shell', 'Other']",137,558,601,3,17,6,https://github.com/zehome/MLVPN,False,4,32.82
ayush714 ML001-Project-Sources-Code-and-Learning-Materials,ML001 Sources Code and Learning Materials,"['Jupyter Notebook', 'HTML']",273,555,20,0,2,0,https://github.com/ayush714/ML001-Project-Sources-Code-and-Learning-Materials,False,2,277.5
datacamp course-resources-ml-with-experts-budgets,Further student resources for DrivenData's 'Machine Learning with the Experts: School Budgets' DataCamp course.,"['Jupyter Notebook', 'Python']",627,555,7,0,2,0,https://github.com/datacamp/course-resources-ml-with-experts-budgets,False,2,277.5
mozilla bugbug,Platform for Machine Learning projects on Software Engineering,"['Python', 'JavaScript', 'HTML', 'Other']",319,555,6656,55,116,0,https://github.com/mozilla/bugbug,False,4,4.78
typedb typedb-ml,TypeDB-ML is the Machine Learning integrations library for TypeDB,"['Python', 'Starlark']",92,552,508,0,9,8,https://github.com/typedb/typedb-ml,False,2,61.33
probabl-ai skore,"𝗢𝘄𝗻 𝗬𝗼𝘂𝗿 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲. Skore's open-source Python library accelerates ML model development with automated evaluation reports, smart methodological guidance, and comprehensive cross-validation analysis.","['Python', 'Other']",102,552,1093,26,49,53,https://github.com/probabl-ai/skore,False,2,11.27
gutouyu ML_CIA,公众号: 机器学习荐货情报局 所有代码,"['Python', 'C++', 'Other']",294,550,74,0,0,0,https://github.com/gutouyu/ML_CIA,False,3,
aws-samples aws-ml-enablement-workshop,組織横断的にチームを組成し、機械学習による成長サイクルを実現する計画を立てるワークショップ,"['Jupyter Notebook', 'TypeScript', 'Other']",62,549,156,11,14,7,https://github.com/aws-samples/aws-ml-enablement-workshop,False,3,39.21
Western-OC2-Lab Intrusion-Detection-System-Using-Machine-Learning,"Code for IDS-ML: intrusion detection system development using machine learning algorithms (Decision tree, random forest, extra trees, XGBoost, stacking, k-means, Bayesian optimization..)",['Jupyter Notebook'],148,546,51,0,0,0,https://github.com/Western-OC2-Lab/Intrusion-Detection-System-Using-Machine-Learning,False,1,
SamBelkacem AI-ML-cheatsheets,Cheatsheets for AI and Machine Learning,[],177,545,142,0,0,0,https://github.com/SamBelkacem/AI-ML-cheatsheets,False,0,
scruel Notes-ML-AndrewNg,Coursera吴恩达机器学习课程笔记及资源整理,['MATLAB'],157,544,86,0,2,0,https://github.com/scruel/Notes-ML-AndrewNg,False,1,272.0
AutoViML Auto_ViML,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome. Permission Granted upon Request.,"['Python', 'Jupyter Notebook']",104,544,335,0,7,0,https://github.com/AutoViML/Auto_ViML,False,2,77.71
jchao01 TradingView-data-scraper,Extract price and indicator data from TradingView charts to create ML datasets,['Python'],122,543,30,6,4,1,https://github.com/jchao01/TradingView-data-scraper,False,1,135.75
panzarino mlbgame,A Python API to retrieve and read MLB GameDay data,['Python'],112,542,564,2,13,25,https://github.com/panzarino/mlbgame,False,1,41.69
mrthinger wow-voiceover,ml world of warcraft voiceover addon,"['Lua', 'Python']",56,541,281,1,6,15,https://github.com/mrthinger/wow-voiceover,False,2,90.17
cedrickchee awesome-ml-model-compression,"Awesome machine learning model compression research papers, quantization, tools, and learning material.",[],60,541,41,2,5,0,https://github.com/cedrickchee/awesome-ml-model-compression,False,0,108.2
boyu-ai Hands-on-ML,https://hml.boyuai.com,['Jupyter Notebook'],174,540,2,0,0,0,https://github.com/boyu-ai/Hands-on-ML,False,1,
junfanz1 Software-Engineer-Coding-Interviews,"Data Structure Algorithms, (GenAI/ML) System Design, Machine Learning, DevOps coding interview practices",[],142,540,164,0,2,0,https://github.com/junfanz1/Software-Engineer-Coding-Interviews,False,0,270.0
a7medev react-native-ml-kit,React Native On-Device Machine Learning w/ Google ML Kit,"['Java', 'Objective-C', 'TypeScript', 'Ruby', 'JavaScript', 'Starlark', 'Objective-C++']",84,538,227,4,10,0,https://github.com/a7medev/react-native-ml-kit,False,7,53.8
theainerd MLInterview,A curated awesome list of AI Startups in India & Machine Learning Interview Guide. Feel free to contribute!,[],172,537,199,1,2,0,https://github.com/theainerd/MLInterview,False,0,268.5
google CFU-Playground,"Want a faster ML processor? Do it yourself! -- A framework for playing with custom opcodes to accelerate TensorFlow Lite for Microcontrollers (TFLM). . . . . . Online tutorial: https://google.github.io/CFU-Playground/ For reference docs, see the link below.","['Verilog', 'C++', 'Python', 'C', 'Makefile', 'Jupyter Notebook', 'Other']",149,537,2126,17,23,0,https://github.com/google/CFU-Playground,False,7,23.35
Paulescu kubernetes-for-ml-engineers,Just enough Kubernetes for you to fly,"['Makefile', 'Dockerfile', 'Python']",104,535,11,1,2,0,https://github.com/Paulescu/kubernetes-for-ml-engineers,False,3,267.5
Xilinx mlir-aie,An MLIR-based toolchain for AMD AI Engine-enabled devices.,"['MLIR', 'C++', 'Python', 'CMake', 'Makefile', 'Tcl', 'Other']",162,534,2438,51,74,14,https://github.com/Xilinx/mlir-aie,False,7,7.22
jacopotagliabue MLSys-NYU-2022,"Slides, scripts and materials for the Machine Learning in Finance Course at NYU Tandon, 2022","['Jupyter Notebook', 'Other']",62,533,65,0,4,0,https://github.com/jacopotagliabue/MLSys-NYU-2022,False,2,133.25
bradleyboyuyang ML-HFT,High frequency trading (HFT) framework built for futures using machine learning and deep learning techniques,['Jupyter Notebook'],127,531,63,0,0,0,https://github.com/bradleyboyuyang/ML-HFT,False,1,
shreyashankar create-ml-app,Template Makefile for ML projects in Python.,"['Python', 'Makefile']",46,525,13,0,2,0,https://github.com/shreyashankar/create-ml-app,False,2,262.5
mgechev guess-next,🔮 Demo application showing the integration of Guess.js with Next.js,"['JavaScript', 'CSS']",8,525,37,14,2,0,https://github.com/mgechev/guess-next,False,2,262.5
polyaxon traceml,"Engine for ML/Data tracking, visualization, explainability, drift detection, and dashboards for Polyaxon.",['Python'],45,523,9977,0,28,0,https://github.com/polyaxon/traceml,False,1,18.68
PavelGrigoryevDS awesome-data-analysis,"🚀 500+ curated resources for Data Analysis & Data Science: Python, SQL, Statistics, ML, AI, Visualization, Cheatsheets, Roadmaps, Interview Prep. For beginners and experts.",[],61,523,36,0,3,0,https://github.com/PavelGrigoryevDS/awesome-data-analysis,False,0,174.33
adamlui ai-web-extensions,🤖 AI browser extensions & userscripts to augment your web experience,"['JavaScript', 'Python', 'CSS', 'Other']",54,522,16551,0,17,0,https://github.com/adamlui/ai-web-extensions,False,4,30.71
kuleshov cornell-cs5785-2025-applied-ml,Lecture materials for Cornell CS5785 Applied Machine Learning (Fall 2024),['Jupyter Notebook'],182,521,315,2,12,0,https://github.com/kuleshov/cornell-cs5785-2025-applied-ml,False,1,43.42
unjs mlly,🤝 Common ECMAScript module utils,"['TypeScript', 'JavaScript']",41,521,449,11,37,15,https://github.com/unjs/mlly,False,2,14.08
RunLLM aqueduct,Aqueduct is no longer being maintained. Aqueduct allows you to run LLM and ML workloads on any cloud infrastructure.,"['Go', 'Python', 'TypeScript', 'HCL', 'Dockerfile', 'Shell', 'Other']",20,521,1037,1,15,47,https://github.com/RunLLM/aqueduct,True,7,34.73
TryEnlight tryenlight.github.io,💻 Learn to code by building projects (old site!),"['HTML', 'CSS', 'JavaScript', 'Python']",249,517,76,2,8,0,https://github.com/TryEnlight/tryenlight.github.io,False,4,64.62
titu1994 MLSTM-FCN,Multivariate LSTM Fully Convolutional Networks for Time Series Classification,['Python'],181,516,82,0,3,2,https://github.com/titu1994/MLSTM-FCN,False,1,172.0
polyml polyml,Poly/ML,"['Standard ML', 'C++', 'Shell', 'OCaml', 'Makefile', 'C', 'Other']",53,515,4870,7,22,9,https://github.com/polyml/polyml,False,7,23.41
amitkaps recommendation,Recommendation System using ML and DL,"['Jupyter Notebook', 'Other']",164,515,62,22,4,0,https://github.com/amitkaps/recommendation,False,2,128.75
CerebriumAI examples,Examples for Cerebrium Serverless GPUs,"['Python', 'JavaScript', 'Other']",75,514,372,1,8,0,https://github.com/CerebriumAI/examples,False,3,64.25
ptyadana Data-Science-and-Machine-Learning-Projects-Dojo,"collections of data science, machine learning and data visualization projects with pandas, sklearn, matplotlib, tensorflow2, Keras, various ML algorithms like random forest classifier, boosting, etc","['Jupyter Notebook', 'HTML']",102,514,659,0,0,0,https://github.com/ptyadana/Data-Science-and-Machine-Learning-Projects-Dojo,False,2,
Dyakonov DL,"Курс ""Глубокое обучение (Deep Learning)"" (ВМК, МГУ имени М.В. Ломоносова)",[],66,513,131,0,0,0,https://github.com/Dyakonov/DL,False,0,
apple ml-mdm,Train high-quality text-to-image diffusion models in a data & compute efficient manner,"['Python', 'Shell']",35,511,120,9,14,0,https://github.com/apple/ml-mdm,False,2,36.5
BaseModelAI cleora,"Cleora AI is a general-purpose open-source model for efficient, scalable learning of stable and inductive entity embeddings for heterogeneous relational data. Created by Synerise.com team.","['Jupyter Notebook', 'Rust', 'Other']",54,511,122,0,9,9,https://github.com/BaseModelAI/cleora,False,3,56.78
WeBankFinTech Prophecis,Prophecis is a one-stop cloud native machine learning platform.,"['Go', 'Vue', 'JavaScript', 'Java', 'Python', 'Shell', 'Other']",153,510,107,0,12,7,https://github.com/WeBankFinTech/Prophecis,False,7,42.5
PlayingNumbers ML_Process_Course,Public repo for the 365 Data Science ML Process Course,"['Jupyter Notebook', 'Python']",199,509,35,0,2,0,https://github.com/PlayingNumbers/ML_Process_Course,False,2,254.5
GoogleCloudPlatform ml-on-gcp,Machine Learning on Google Cloud Platform,"['Python', 'Jupyter Notebook', 'Shell', 'Other']",183,508,376,31,27,0,https://github.com/GoogleCloudPlatform/ml-on-gcp,False,4,18.81
richmanbtc mlbot_tutorial,A tutorial for algorithmic trading bot using machine learning.,"['Jupyter Notebook', 'Dockerfile']",190,507,32,0,2,0,https://github.com/richmanbtc/mlbot_tutorial,False,2,253.5
superlinked VectorHub,"VectorHub is a free, open-source learning website for people (software developers to senior ML architects) interested in adding vector retrieval to their ML stack.","['Jupyter Notebook', 'Other']",129,504,2302,7,82,0,https://github.com/superlinked/VectorHub,False,2,6.15
supabase-community chatgpt-your-files,Production-ready MVP for securely chatting with your documents using pgvector,"['TypeScript', 'PLpgSQL', 'JavaScript', 'CSS']",193,504,55,2,6,0,https://github.com/supabase-community/chatgpt-your-files,False,4,84.0
Michael-Jetson ML_DL_CV_with_pytorch,一个计算机视觉、机器学习与深度学习相关的项目，看课程的笔记还有自己做的程序,['Python'],30,503,136,1,7,0,https://github.com/Michael-Jetson/ML_DL_CV_with_pytorch,False,1,71.86
Jack47 hack-SysML,The road to hack SysML and become an system expert,"['Emacs Lisp', 'Python']",61,500,647,3,5,0,https://github.com/Jack47/hack-SysML,False,2,100.0
alexeygrigorev mlbookcamp-code,The code from the Machine Learning Bookcamp book,"['Jupyter Notebook', 'Other']",159,496,615,0,62,1,https://github.com/alexeygrigorev/mlbookcamp-code,False,2,8.0
FirebaseExtended mlkit-material-android,ML Kit Showcase App with Material Design,"['Java', 'Kotlin', 'Shell']",138,495,48,4,10,0,https://github.com/FirebaseExtended/mlkit-material-android,False,3,49.5
rentruewang learning-machine,A handbook for ML built on answers.,['Python'],47,495,152,0,8,0,https://github.com/rentruewang/learning-machine,False,1,61.88
mindsdb lightwood,Lightwood is Legos for Machine Learning.,"['Python', 'Jupyter Notebook', 'Other']",101,494,5716,1,45,45,https://github.com/mindsdb/lightwood,False,3,10.98
EddyBorja MLPSpotlight,UIView subclass that draws a spotlight effect. For iOS.,"['Objective-C', 'Ruby']",47,493,28,0,3,0,https://github.com/EddyBorja/MLPSpotlight,False,2,164.33
beweinreich mlooper,The sp@mlooper,"['Ruby', 'HTML', 'CSS', 'JavaScript']",46,493,5,0,2,0,https://github.com/beweinreich/mlooper,False,4,246.5
h2oai mli-resources,H2O.ai Machine Learning Interpretability Resources,"['Jupyter Notebook', 'Other']",130,491,100,0,5,0,https://github.com/h2oai/mli-resources,False,2,98.2
harperreed photo-similarity-search,Super simple MLX (apple silicon) CLIP based photo similarity web app,"['Python', 'HTML']",35,491,44,1,5,0,https://github.com/harperreed/photo-similarity-search,False,2,98.2
xlite-dev lihang-notes,📚《统计学习方法-李航: 笔记》 200页PDF，公式细节讲解🎉,['Shell'],59,491,80,0,0,5,https://github.com/xlite-dev/lihang-notes,False,1,
Curated-Awesome-Lists awesome-llms-fine-tuning,"Explore a comprehensive collection of resources, tutorials, papers, tools, and best practices for fine-tuning Large Language Models (LLMs). Perfect for ML practitioners and researchers!",[],64,491,11,1,4,0,https://github.com/Curated-Awesome-Lists/awesome-llms-fine-tuning,False,0,122.75
watson-developer-cloud visual-recognition-coreml,Classify images offline using Watson Visual Recognition and Core ML,"['Swift', 'Ruby']",76,490,228,0,11,0,https://github.com/watson-developer-cloud/visual-recognition-coreml,False,2,44.55
EyuCoder chatgpt-pro,ChatGPT-Pro is an advanced application that combines the power of ChatGPT and DALL.E.,"['JavaScript', 'CSS', 'HTML']",229,490,164,1,3,0,https://github.com/EyuCoder/chatgpt-pro,False,3,163.33
IBM clai,Command Line Artificial Intelligence or CLAI is an open-sourced project from IBM Research aimed to bring the power of AI to the command line interface.,"['Python', 'Shell', 'Dockerfile', 'Other']",75,489,533,8,17,0,https://github.com/IBM/clai,False,4,28.76
olliw42 mLRS,2.4 GHz & 915/868 MHz & 433 MHz/70 cm LoRa based telemetry and radio link for remote controlled vehicles,"['C', 'C++', 'Assembly', 'Linker Script', 'Lua', 'Python']",117,487,2022,10,16,8,https://github.com/olliw42/mLRS,False,6,30.44
SerCeMan fontogen,"Hey, Computer, Make Me a Font","['Python', 'Shell']",28,485,9,0,2,0,https://github.com/SerCeMan/fontogen,False,2,242.5
php-opencv php-opencv-examples,Tutorial for computer vision and machine learning in PHP 7/8 by opencv (installation + examples + documentation),"['PHP', 'Dockerfile']",94,485,105,0,2,0,https://github.com/php-opencv/php-opencv-examples,False,2,242.5
apple ml-facelit,Official repository of FaceLit: Neural 3D Relightable Faces (CVPR 2023),"['Python', 'Cuda', 'C++', 'Shell']",41,483,5,0,0,0,https://github.com/apple/ml-facelit,False,4,
amanchadha coursera-machine-learning-engineering-for-prod-mlops-specialization,Programming assignments and quizzes from all courses within the Machine Learning Engineering for Production (MLOps) specialization offered by deeplearning.ai,['Jupyter Notebook'],311,482,64,1,4,0,https://github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization,False,1,120.5
terrytangyuan distributed-ml-patterns,Distributed Machine Learning Patterns from Manning Publications by Yuan Tang https://bit.ly/2RKv8Zo,"['Python', 'Dockerfile']",46,482,98,0,0,2,https://github.com/terrytangyuan/distributed-ml-patterns,False,2,
chsiang426 ML-2021-notes,臺灣大學 (NTU) 李宏毅教授「機器學習 (Machine Learning) 2021 Spring 」課程筆記,[],46,482,37,0,0,0,https://github.com/chsiang426/ML-2021-notes,False,0,
udacity sagemaker-deployment,Code and associated files for the deploying ML models within AWS SageMaker,"['Jupyter Notebook', 'Python', 'HTML']",686,478,44,11,8,0,https://github.com/udacity/sagemaker-deployment,False,3,59.75
GoogleCloudPlatform ai-platform-samples,"Official Repo for Google Cloud AI Platform. Find samples for Vertex AI, Google Cloud's new unified ML platform at: https://github.com/GoogleCloudPlatform/vertex-ai-samples","['Jupyter Notebook', 'Other']",231,478,681,0,57,0,https://github.com/GoogleCloudPlatform/ai-platform-samples,False,2,8.39
Arm-Examples ML-examples,Arm Machine Learning tutorials and examples,"['Jupyter Notebook', 'Python', 'C++', 'CMake', 'Shell']",208,477,236,7,27,28,https://github.com/Arm-Examples/ML-examples,False,5,17.67
fuzzylabs awesome-open-mlops,The Fuzzy Labs guide to the universe of open source MLOps,[],51,474,45,4,17,0,https://github.com/fuzzylabs/awesome-open-mlops,False,0,27.88
Carl-McBride-Ellis Compendium-of-free-ML-reading-resources,Compendium of free ML reading resources,[],112,471,169,0,0,0,https://github.com/Carl-McBride-Ellis/Compendium-of-free-ML-reading-resources,False,0,
isaacmg healthcare_ml,A curated list of ML|NLP resources for healthcare.,[],126,471,114,0,6,0,https://github.com/isaacmg/healthcare_ml,False,0,78.5
kleveross ormb,Docker for Your ML/DL Models Based on OCI Artifacts,"['Go', 'Python', 'Makefile', 'Other']",63,471,119,7,16,14,https://github.com/kleveross/ormb,False,4,29.44
byungsoo-oh ml-systems-papers,Curated collection of papers in machine learning systems,[],33,471,44,0,2,0,https://github.com/byungsoo-oh/ml-systems-papers,False,0,235.5
jankrepl mltype,Command line tool for improving typing skills (programmers friendly),"['Python', 'Dockerfile']",30,470,59,0,4,0,https://github.com/jankrepl/mltype,False,2,117.5
loglabs mltrace,Coarse-grained lineage and tracing for machine learning pipelines.,"['Python', 'JavaScript', 'HTML', 'CSS', 'Dockerfile', 'Mako', 'Shell']",28,470,775,1,8,0,https://github.com/loglabs/mltrace,False,7,58.75
Niketkumardheeryan ML-CaPsule,"ML-capsule is a Project for beginners and experienced data science Enthusiasts who don't have a mentor or guidance and wish to learn Machine learning. Using our repo they can learn ML, DL, and many related technologies with different real-world projects and become Interview ready.","['Jupyter Notebook', 'Python', 'HTML', 'PureBasic', 'JavaScript', 'CSS']",357,469,1472,16,150,0,https://github.com/Niketkumardheeryan/ML-CaPsule,False,6,3.13
chekoduadarsh BlocklyML,BlocklyML is a simple visual programming Tool for python and ML. 🧩 🖥️,"['JavaScript', 'HTML', 'Python', 'Shell', 'CSS', 'Dockerfile']",47,469,289,0,3,1,https://github.com/chekoduadarsh/BlocklyML,False,6,156.33
spotify featran,A Scala feature transformation library for data science and machine learning,"['Scala', 'Java', 'Other']",68,469,798,1,22,39,https://github.com/spotify/featran,False,3,21.32
D7EAD liboai,A C++17 library to access the entire OpenAI API.,"['C++', 'CMake', 'Nix']",84,469,433,1,13,4,https://github.com/D7EAD/liboai,False,3,36.08
tunguz ML_Resources,GitHub Repo with various ML/AI/DS resources that I find useful,[],37,465,113,1,3,0,https://github.com/tunguz/ML_Resources,False,0,155.0
cloudxlab ml,Machine Learning Projects and Learning Content,['Jupyter Notebook'],452,464,410,8,8,0,https://github.com/cloudxlab/ml,False,1,58.0
codam-coding-college MLX42,"Codam's own fixed, functioning and open source alternative of the miniLibX. MLX42 is a simple cross-platform graphics library running on GLFW and OpenGL.","['C', 'C++', 'Python', 'CMake', 'JavaScript', 'HTML', 'Other']",72,464,686,1,31,15,https://github.com/codam-coding-college/MLX42,False,7,14.97
kochlisGit ProphitBet-Soccer-Bets-Predictor,"ProphitBet is a Machine Learning Soccer Bet prediction application. It analyzes the form of teams, computes match statistics and predicts the outcomes of a match using Advanced Machine Learning (ML) methods. The supported algorithms in this application are Neural Networks, Random Forests & Ensembl Models.","['Python', 'Other']",151,464,289,2,2,0,https://github.com/kochlisGit/ProphitBet-Soccer-Bets-Predictor,False,2,232.0
imxieyi waifu2x-mac,"Waifu2x-ios port to macOS, still in Core ML and Metal","['Swift', 'Shell', 'Metal', 'Objective-C']",44,463,48,0,4,0,https://github.com/imxieyi/waifu2x-mac,False,4,115.75
xorq-labs xorq,a compute manifest and tools for ML,"['Python', 'Nix', 'Other']",22,462,1093,21,14,24,https://github.com/xorq-labs/xorq,False,3,33.0
HariSekhon SQL-scripts,"100+ SQL Scripts - PostgreSQL, MySQL, Oracle, Google BigQuery, MariaDB, AWS Athena. DBA, Analytics, DevOps, performance engineering. Google BigQuery ML machine learning classification.","['Shell', 'Makefile', 'Ruby']",135,462,1123,0,0,0,https://github.com/HariSekhon/SQL-scripts,False,3,
kyegomez MultiModalMamba,"A novel implementation of fusing ViT with Mamba into a fast, agile, and high performance Multi-Modal Model. Powered by Zeta, the simplest AI framework ever.","['Python', 'Shell']",25,462,46,5,2,0,https://github.com/kyegomez/MultiModalMamba,False,2,231.0
vanderschaarlab mlforhealthlabpub,Machine Learning and Artificial Intelligence for Medicine.,"['Python', 'Jupyter Notebook', 'CSS', 'MATLAB', 'R', 'Shell', 'Other']",185,460,60,2,3,0,https://github.com/vanderschaarlab/mlforhealthlabpub,False,7,153.33
kyegomez Gemini,"The open source implementation of Gemini, the model that will ""eclipse ChatGPT"" by Google",['Python'],60,459,149,6,2,0,https://github.com/kyegomez/Gemini,False,1,229.5
riccardomusmeci mlx-llm,Large Language Models (LLMs) applications and tools running on Apple Silicon in real-time with Apple MLX.,"['Python', 'Makefile']",28,458,198,0,3,0,https://github.com/riccardomusmeci/mlx-llm,False,2,152.67
pratikratadiya awesome-ml-internships,List of companies offering Machine learning and Data Science internships,[],39,457,8,0,2,0,https://github.com/pratikratadiya/awesome-ml-internships,False,0,228.5
encord-team encord-active,"The toolkit to test, validate, and evaluate your models and surface, curate, and prioritize the most valuable data for labeling.","['Python', 'TypeScript', 'Dockerfile', 'CSS', 'JavaScript', 'Mako']",29,456,656,5,17,74,https://github.com/encord-team/encord-active,False,6,26.82
JsonChao ML-Roadmap,🤖 Roadmap to becoming a Machine Learning developer in 2020,[],96,455,18,0,0,0,https://github.com/JsonChao/ML-Roadmap,False,0,
meta-pytorch torchft,"Fault tolerance for PyTorch (HSDP, LocalSGD, DiLoCo, Streaming DiLoCo)","['Python', 'Rust', 'Other']",52,455,306,23,26,0,https://github.com/meta-pytorch/torchft,False,3,17.5
molon MLTransition,"iOS7+, pop ViewController with pan gesture from middle or edge of screen.","['Objective-C', 'Ruby']",84,451,62,0,2,5,https://github.com/molon/MLTransition,False,2,225.5
ml-explore mlx-data,Efficient framework-agnostic data loading,"['C++', 'Python', 'CMake', 'Shell']",51,450,86,2,19,0,https://github.com/ml-explore/mlx-data,False,4,23.68
jacbz Lofi,ML-supported lo-fi music generator,"['TypeScript', 'Python', 'SCSS', 'HTML', 'Other']",112,449,163,1,6,0,https://github.com/jacbz/Lofi,False,5,74.83
e-tornike best-of-ml-rust,🏆 A ranked list of awesome machine learning Rust libraries.,[],25,447,211,83,3,31,https://github.com/e-tornike/best-of-ml-rust,False,0,149.0
CycloneDX specification,"OWASP CycloneDX is a full-stack Bill of Materials (BOM) standard that provides advanced supply chain capabilities for cyber risk reduction. SBOM, SaaSBOM, HBOM, AI/ML-BOM, CBOM, OBOM, MBOM, VDR, and VEX","['XSLT', 'Java', 'HTML', 'Shell', 'JavaScript', 'CSS', 'Other']",78,447,1408,20,30,9,https://github.com/CycloneDX/specification,False,7,14.9
aporia-ai mlplatform-workshop,"🍫 Example code for a basic ML Platform based on Pulumi, FastAPI, DVC, MLFlow and more","['TypeScript', 'Python', 'Makefile', 'Dockerfile']",70,444,19,0,0,0,https://github.com/aporia-ai/mlplatform-workshop,False,4,
RayFernando1337 MLX-Auto-Subtitled-Video-Generator,Generate accurate transcripts using Apple's MLX framework,['Python'],42,444,83,1,6,0,https://github.com/RayFernando1337/MLX-Auto-Subtitled-Video-Generator,False,1,74.0
caicloud mlsys-ladder,"Learning Machine Learning, The Chinese Taoist Way",[],62,443,9,0,3,0,https://github.com/caicloud/mlsys-ladder,False,0,147.67
awslabs graphstorm,Enterprise graph machine learning framework for billion-scale graphs for ML scientists and data scientists.,"['Python', 'Shell']",69,442,806,14,25,13,https://github.com/awslabs/graphstorm,False,2,17.68
KevinMusgrave powerful-benchmarker,A library for ML benchmarking. It's powerful.,"['Jupyter Notebook', 'Python', 'Shell']",43,439,895,1,0,0,https://github.com/KevinMusgrave/powerful-benchmarker,False,3,
princeton-nlp WebShop,[NeurIPS 2022] 🛒WebShop: Towards Scalable Real-World Web Interaction with Grounded Language Agents,"['Python', 'HTML', 'Shell', 'CSS']",87,439,26,1,6,0,https://github.com/princeton-nlp/WebShop,False,4,73.17
basalt-org basalt,A Machine Learning framework from scratch in Pure Mojo 🔥,"['Mojo', 'Python']",29,439,711,5,7,1,https://github.com/basalt-org/basalt,False,2,62.71
agencyenterprise PromptInject,PromptInject is a framework that assembles prompts in a modular fashion to provide a quantitative analysis of the robustness of LLMs to adversarial prompt attacks. 🏆 Best Paper Awards @ NeurIPS ML Safety Workshop 2022,"['Python', 'Jupyter Notebook']",42,438,2,0,0,0,https://github.com/agencyenterprise/PromptInject,False,2,
